"id","amit_wording","cards_original_1","cards_original_2","cards_original_3","cards_original_4","cards_original_5","cards_original_6","cards_original_7","cards_original_8","cards_original_9","cards_original_10","cards_original_11","cards_original_12","cards_original_13","cards_original_14","cards_new_wording_1","cards_new_wording_2","cards_new_wording_3","cards_new_wording_4","cards_new_wording_5","cards_new_wording_6","cards_new_wording_7","cards_new_wording_8","cards_new_wording_9","cards_new_wording_10","cards_new_wording_11","cards_new_wording_12","cards_new_wording_13","cards_new_wording_14","attention_check","manipulation_check_1","manipulation_check_2","manipulation_check_3","manipulation_check_4","manipulation_check_5","manipulation_check_6","manipulation_check_7","manipulation_check_8","manipulation_check_9","manipulation_check_10","manipulation_check_11","manipulation_check_12","manipulation_check_13","manipulation_check_14","BIF_1","BIF_2","BIF_3","BIF_4","BIF_5","BIF_6","BIF_7","BIF_8","BIF_9","BIF_10","BIF_11","BIF_12","BIF_13","BIF_14","BIF_15","BIF_16","BIF_17","BIF_18","BIF_19","BIF_20","BIF_21","BIF_22","BIF_23","BIF_24","BIF_25","comf_acquaint","comf_close","approp_acquaint","approp_close","TIPI_1","TIPI_2","TIPI_3","TIPI_4","TIPI_5","TIPI_6","TIPI_7","TIPI_8","TIPI_9","TIPI_10"
"R_AHT7iEfm5JvR7ih","new","","","","","","","","","","","","","","","P","P","P","T","T","P","T","T","T","T","P","P","T","T","1","2","3","4","4","6","3","6","4","7","5","5","3","5","6","2","2","1","2","2","1","1","2","2","1","1","2","1","2","2","2","1","2","1","2","2","2","2","1","1","4","7","4","8","1","5","6","6","5","6","6","5","7","3"
"R_22RXHQXNrJWlwRb","new","","","","","","","","","","","","","","","P","P","P","T","T","P","T","P","T","P","P","P","P","T","1","6","7","6","4","2","7","1","5","1","5","4","5","3","1","1","2","2","2","2","1","2","1","2","1","2","2","1","2","2","2","1","2","2","1","1","1","2","2","1","5","8","5","7","4","3","5","2","6","4","6","3","6","3"
"R_NUTrJEH036vD0Mp","original","T","P","P","P","T","P","P","P","T","P","T","T","P","P","","","","","","","","","","","","","","","1","3","7","3","3","3","4","1","2","1","3","5","4","3","1","1","2","1","2","1","2","2","2","1","1","1","1","1","2","1","2","2","1","1","1","1","1","2","1","1","6","7","7","7","3","5","2","5","5","6","6","2","5","4"
"R_AEUQ3rF6GBgnmc9","original","P","P","P","T","T","P","T","T","T","T","P","P","P","T","","","","","","","","","","","","","","","1","6","6","5","3","5","7","1","3","1","4","6","6","4","2","2","1","2","2","2","2","1","2","1","2","2","2","1","2","1","2","2","2","2","2","1","2","2","2","1","6","8","6","8","5","2","3","4","3","3","7","5","7","3"
"R_2R2IKzZRenk99HO","original","T","P","T","T","P","P","T","T","P","P","P","P","T","T","","","","","","","","","","","","","","","1","6","6","7","5","5","5","2","2","1","3","6","7","3","2","2","1","2","2","2","1","2","2","1","1","1","1","1","2","2","2","2","1","1","1","2","2","2","1","1","3","4","5","5","3","5","4","5","2","6","4","5","1","5"
"R_1rjNdnmAsokU1Bk","original","T","T","T","P","P","P","P","T","P","T","P","P","T","P","","","","","","","","","","","","","","","1","3","3","2","5","5","3","7","5","7","6","4","2","4","6","1","2","2","2","1","1","1","1","1","2","1","2","1","2","2","2","2","1","2","1","1","2","1","2","1","3","8","6","8","6","5","7","5","4","6","7","2","6","3"
"R_86wg0K52ltX2sjD","new","","","","","","","","","","","","","","","T","T","T","P","P","T","P","P","P","P","T","P","T","P","1","4","4","3","2","2","6","1","3","1","2","6","4","3","1","1","1","1","2","1","1","1","1","1","2","1","2","1","1","1","1","1","1","2","1","1","1","2","1","1","3","5","4","6","2","5","5","6","4","6","5","3","3","4"
"R_u2gR3M1cSBQpAat","original","T","T","T","P","P","T","P","P","P","P","T","P","T","P","","","","","","","","","","","","","","","1","7","7","6","2","3","6","1","3","1","3","4","5","4","1","2","1","1","2","2","1","2","2","1","2","2","1","1","1","2","2","2","2","1","1","1","2","2","1","2","4","7","5","7","2","5","3","7","2","6","6","4","3","3"
"R_1lsBaTBoxh4FsgS","new","","","","","","","","","","","","","","","P","P","P","P","P","P","T","T","T","T","T","P","P","T","1","6","5","5","4","3","6","1","2","2","3","4","5","3","1","1","1","1","2","2","1","1","2","1","1","2","2","1","2","2","2","2","1","2","2","2","2","2","2","2","3","4","4","4","2","6","5","2","5","6","6","2","7","3"
"R_3fOxv0QI9YoM5qQ","original","T","T","P","P","P","P","P","T","P","P","T","T","P","P","","","","","","","","","","","","","","","1","5","5","4","2","2","3","1","2","1","1","4","3","3","1","2","1","2","2","2","1","1","1","1","2","1","2","2","2","2","1","2","2","2","1","1","1","1","2","1","3","8","5","5","5","5","3","6","5","5","5","5","3","5"
"R_3I6pTgChwrAJBCo","new","","","","","","","","","","","","","","","P","P","P","T","T","P","T","T","T","T","T","P","P","T","1","7","6","6","4","3","6","1","3","1","4","5","5","5","3","2","2","1","2","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","1","1","1","2","1","1","6","8","6","8","3","3","4","5","6","2","5","2","3","3"
"R_3kB7b9E62X3rJXw","new","","","","","","","","","","","","","","","T","T","T","P","P","T","P","P","T","T","T","T","T","P","1","7","4","4","2","5","7","1","4","1","3","4","6","5","1","2","2","2","2","2","2","1","2","1","2","2","2","1","2","2","2","2","1","2","1","2","2","2","1","2","5","8","5","5","2","6","5","6","5","4","3","6","5","2"
"R_1CHE7uUXY8vXZh5","original","P","T","T","P","P","T","P","P","P","P","T","T","T","P","","","","","","","","","","","","","","","1","4","5","4","3","2","7","1","2","1","2","5","6","4","1","2","1","1","1","2","1","1","2","1","1","2","1","1","2","1","1","2","1","2","1","1","2","1","2","1","5","8","5","7","5","5","6","7","6","7","4","6","3","3"
"R_2TSQ1t5tcDpww7I","original","P","P","P","T","P","P","P","T","P","P","T","P","P","P","","","","","","","","","","","","","","","1","4","6","6","3","2","4","1","5","1","4","6","6","5","2","1","1","2","1","2","1","2","2","2","1","2","2","1","2","2","2","2","2","2","1","1","2","2","2","2","5","6","4","6","5","4","6","4","5","2","6","2","6","4"
"R_C3vBMkDa5x0yFA5","new","","","","","","","","","","","","","","","P","P","P","P","P","P","T","T","P","T","P","T","P","T","1","7","5","5","3","4","5","1","2","1","3","5","4","2","1","1","1","2","2","2","1","2","2","1","1","1","2","1","2","1","2","2","2","1","1","2","1","2","1","2","3","5","3","5","5","5","6","4","5","2","6","2","4","2"
"R_3O36wUpRV84cYA4","original","T","T","T","P","P","T","P","P","P","P","T","T","T","P","","","","","","","","","","","","","","","1","1","2","2","4","6","3","7","6","7","5","5","3","3","6","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","1","1","1","2","2","2","2","2","2","4","8","5","6","4","3","5","4","5","3","5","5","6","3"
"R_2WUntJDFpHLL2Hq","original","T","T","T","P","P","T","P","P","P","P","T","P","P","P","","","","","","","","","","","","","","","1","5","6","5","3","2","5","1","4","1","3","5","6","4","1","2","2","2","2","2","2","2","2","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","1","1","4","8","4","8","5","5","4","3","7","5","6","2","6","5"
"R_1qVVcoBsArUgiTy","original","T","T","T","P","P","T","P","P","P","P","T","P","T","P","","","","","","","","","","","","","","","1","4","6","6","3","1","5","1","2","1","1","2","5","4","2","2","1","2","2","1","2","2","2","1","2","2","2","2","1","2","2","2","2","1","2","2","2","2","2","2","3","8","5","7","6","3","5","2","6","7","6","4","7","2"
"R_5tm3vEIXDwxKLMR","original","P","T","T","P","P","T","P","P","P","P","T","T","T","P","","","","","","","","","","","","","","","1","5","7","5","4","1","5","1","4","1","5","7","4","5","1","1","2","1","2","2","1","1","2","1","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","8","4","8","6","5","7","5","6","6","7","2","7","2"
"R_217LrWiJ84wZQvY","new","","","","","","","","","","","","","","","T","T","T","P","P","T","P","P","T","P","T","P","P","P","1","3","6","4","2","2","7","1","4","1","3","4","5","2","2","2","1","2","2","2","1","2","2","1","1","2","2","1","2","1","1","1","1","2","2","1","1","2","1","1","7","8","6","8","3","4","6","7","5","6","2","4","1","3"
"R_33C4zibdhPysGsr","original","P","P","P","P","P","P","P","P","P","P","P","P","P","P","","","","","","","","","","","","","","","1","4","7","3","3","7","6","2","4","1","7","7","7","7","2","2","2","2","1","1","1","2","2","1","1","2","2","1","2","2","2","2","1","2","1","1","1","2","1","1","3","3","6","7","2","3","5","7","3","6","6","1","1","5"
"R_1gnmKTOuh8IVgv7","original","T","T","T","P","P","T","P","P","T","T","T","T","T","P","","","","","","","","","","","","","","","1","4","5","4","3","4","4","1","3","3","3","6","6","4","2","2","1","2","2","2","2","2","1","1","1","1","1","1","2","1","2","2","2","2","2","2","2","2","1","2","3","8","5","5","2","6","5","5","5","6","3","3","4","3"
"R_2VeX6EkvRm3Q0q4","original","T","T","T","T","P","P","P","P","P","T","T","T","T","P","","","","","","","","","","","","","","","1","7","6","7","6","5","6","2","5","1","4","5","6","5","2","2","2","2","2","2","2","1","2","2","1","1","2","1","2","2","2","2","2","1","1","1","1","2","1","1","2","6","3","6","2","6","7","6","3","7","4","2","6","6"
"R_3QVEkFrjPE3GOc0","new","","","","","","","","","","","","","","","T","T","T","T","P","T","P","P","P","P","T","T","P","P","1","7","5","5","4","4","7","1","3","2","4","5","5","4","2","2","1","2","2","1","2","2","2","2","2","2","2","1","2","2","2","2","1","2","1","2","2","2","2","2","4","8","5","8","4","6","5","7","6","6","5","2","4","4"
"R_1g0i9flgKbOzgY9","new","","","","","","","","","","","","","","","T","P","T","P","P","T","P","P","T","P","T","P","P","P","1","7","7","4","6","7","7","7","7","7","6","7","5","3","6","1","2","1","2","2","2","2","2","1","2","2","2","1","2","2","2","1","1","1","2","1","1","1","1","2","3","5","5","6","5","4","6","6","3","2","7","4","5","4"
"R_3QKntHKOJqOM7eb","new","","","","","","","","","","","","","","","P","P","P","P","P","P","T","P","T","P","P","P","P","T","1","5","5","4","3","3","6","1","3","1","3","4","6","4","2","2","1","1","2","1","1","1","2","1","1","1","1","2","2","1","1","1","2","2","1","1","1","2","1","1","5","8","5","8","2","5","5","2","4","3","7","2","6","3"
"R_1In1TWm96oTRtcU","original","P","P","P","T","T","P","T","T","T","T","T","P","T","T","","","","","","","","","","","","","","","1","6","5","3","4","4","2","7","5","7","4","3","1","4","6","1","2","1","2","2","2","2","2","1","1","2","1","1","2","2","2","2","2","2","1","2","2","1","1","2","4","6","6","7","2","5","6","5","6","6","5","2","3","6"
"R_SB6tXUXDvvwtZ4d","new","","","","","","","","","","","","","","","T","T","T","P","P","P","P","P","P","P","T","P","T","P","1","5","4","5","3","3","4","1","2","1","2","4","3","5","1","2","1","1","1","2","1","1","1","1","1","2","2","1","1","1","1","2","1","2","2","1","1","2","1","1","5","8","5","8","5","2","6","1","6","2","7","1","7","2"
"R_3PdVPUbkJfHCK4v","new","","","","","","","","","","","","","","","P","P","P","T","T","P","T","T","T","P","P","P","P","T","1","5","6","6","4","3","6","1","4","2","3","5","6","5","2","2","1","1","2","2","1","2","2","1","2","2","2","1","2","2","2","2","2","2","1","2","2","1","1","2","3","8","4","8","6","2","6","2","7","3","6","1","6","1"
"R_PFEQwtvZd6m7kkx","new","","","","","","","","","","","","","","","P","P","P","T","T","P","T","P","T","T","P","P","P","T","1","6","5","7","4","3","7","1","7","1","4","6","7","5","2","2","2","2","2","1","2","1","2","2","1","2","2","2","2","1","2","2","2","1","2","2","2","2","1","2","8","8","6","8","6","5","6","7","7","5","7","5","5","7"
"R_x5WkwpT3I5vdyuZ","original","T","T","T","P","P","P","P","T","P","T","T","T","P","P","","","","","","","","","","","","","","","1","6","5","4","3","2","4","1","3","1","4","7","5","3","1","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","4","8","3","8","6","2","6","1","7","2","5","3","7","2"
"R_3e9OR73meQpuou8","new","","","","","","","","","","","","","","","T","P","P","P","P","T","P","P","T","P","T","T","T","P","1","1","5","3","7","1","5","1","1","1","5","3","6","4","1","2","2","2","2","1","1","2","1","1","1","1","1","1","1","2","1","1","1","2","1","2","1","1","1","1","4","8","6","8","5","1","6","2","7","5","7","1","5","1"
"R_2EyE3vC5QweE843","new","","","","","","","","","","","","","","","P","P","P","T","T","P","T","P","T","P","P","P","P","T","1","5","6","7","6","4","6","3","3","2","5","6","6","5","3","1","2","1","2","1","1","1","1","1","2","2","2","2","2","1","2","2","2","2","1","1","1","1","1","1","3","6","5","7","2","3","6","5","5","7","5","1","5","3"
"R_3rT04x1iWBaYqdS","new","","","","","","","","","","","","","","","P","P","P","T","T","P","T","T","T","T","P","T","T","T","1","4","6","5","3","2","6","1","2","1","2","4","7","3","1","2","1","1","1","1","1","1","1","1","2","1","1","1","2","2","1","2","2","2","2","2","2","2","1","2","7","8","7","8","4","2","6","2","6","4","5","1","6","3"
"R_2U6lgGcRKOGhG3y","new","","","","","","","","","","","","","","","P","T","T","T","P","T","P","T","P","P","T","T","T","P","1","5","6","6","4","2","6","1","2","1","1","3","6","4","1","1","1","1","1","1","1","1","2","2","1","1","1","1","1","2","2","2","2","1","1","1","1","2","1","1","5","8","4","7","6","5","4","5","4","3","4","3","4","3"
"R_3KZAbGxOMTW3lJv","new","","","","","","","","","","","","","","","P","T","T","P","P","T","P","P","P","P","T","T","T","P","1","4","6","5","3","2","5","1","3","2","3","5","7","5","3","2","2","2","2","2","1","1","2","1","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","7","3","7","5","5","5","3","5","3","5","5","3","5"
"R_1CjrQjnLveD61rv","original","P","P","P","T","T","P","T","T","P","T","P","P","T","T","","","","","","","","","","","","","","","1","7","7","6","6","5","4","1","2","1","6","5","5","4","1","2","1","2","2","2","1","2","2","2","2","2","2","1","2","2","2","2","2","1","1","2","2","2","1","2","8","8","8","8","7","1","6","5","6","2","7","3","4","1"
"R_ptKqSJbEwBd1Bjr","original","P","P","P","T","T","P","T","T","P","T","P","P","P","T","","","","","","","","","","","","","","","1","4","4","5","4","1","6","2","3","1","3","5","7","5","2","1","2","1","2","1","1","2","1","1","1","2","2","1","2","2","2","2","1","2","2","2","2","2","1","1","4","8","5","7","2","6","5","3","5","7","5","1","6","4"
"R_3k567GwHcm7yhsE","original","P","T","T","P","T","T","P","T","P","P","T","T","P","P","","","","","","","","","","","","","","","1","5","7","4","1","2","7","2","3","1","3","2","7","4","2","2","1","2","2","1","1","2","2","1","1","2","2","1","2","2","2","2","2","1","2","2","2","2","1","1","5","8","6","8","4","4","4","4","4","4","4","4","4","4"
"R_1QDVpjzfYagznfC","new","","","","","","","","","","","","","","","T","T","T","P","P","T","P","T","P","T","T","T","T","P","1","5","1","1","6","6","1","7","2","7","3","3","1","3","6","2","2","2","2","2","2","2","2","1","1","2","2","1","2","2","2","2","1","1","2","2","2","2","2","2","2","7","3","7","6","2","6","6","7","4","6","1","3","2"
"R_25NtBRbRIxI51vg","new","","","","","","","","","","","","","","","P","T","P","T","P","T","T","T","P","T","P","P","P","T","1","7","4","6","3","2","6","1","1","1","3","7","3","3","1","1","2","2","2","1","2","2","2","2","1","1","2","1","2","2","2","2","1","2","1","2","1","2","2","2","2","7","3","6","1","3","6","3","4","7","6","4","7","2"
"R_dmxwwfuqd04pSRb","original","P","T","P","T","T","P","P","P","T","T","T","P","P","T","","","","","","","","","","","","","","","1","6","5","4","3","1","6","1","2","1","2","3","6","4","1","2","2","2","2","1","2","1","2","1","2","2","2","1","2","2","2","1","2","2","1","2","1","1","2","1","2","4","4","7","6","5","6","4","2","4","3","4","7","3"
"R_zTfpgcvAAyfIcZH","new","","","","","","","","","","","","","","","T","T","T","P","P","T","P","T","P","P","T","T","P","P","1","6","5","5","3","3","7","1","3","1","3","5","6","4","1","2","2","2","2","1","1","2","2","2","2","1","1","2","2","2","2","2","2","1","1","2","1","2","1","2","5","8","4","5","5","4","5","4","5","5","6","2","6","3"
"R_6F44uNujmzcrQcN","original","T","P","P","T","T","P","T","T","T","T","P","P","P","T","","","","","","","","","","","","","","","1","7","7","7","5","5","7","1","4","1","6","7","7","7","2","2","1","2","2","2","2","1","1","1","1","2","2","1","2","2","2","2","2","2","1","2","1","2","2","1","6","8","6","7","2","3","7","7","5","7","7","1","1","2"
"R_2TMMYxaV4qhGBkO","original","T","T","T","P","P","P","P","P","P","P","T","T","T","P","","","","","","","","","","","","","","","1","5","5","4","3","2","5","2","3","1","2","4","5","4","2","1","1","1","1","1","1","1","1","1","2","1","1","1","2","2","2","1","1","2","2","1","1","1","1","1","4","6","5","6","7","5","5","5","6","2","6","5","4","1"
"R_3pgwt2hHjpSucPW","original","T","T","T","P","P","P","P","P","P","P","T","P","P","P","","","","","","","","","","","","","","","1","6","6","7","4","2","6","1","2","1","4","7","5","4","1","2","2","2","2","2","1","2","2","1","1","2","2","1","2","1","2","2","2","1","1","1","1","2","1","2","4","8","5","7","5","5","4","3","5","5","6","4","4","5"
"R_3GE5mfABLo1MQDp","original","T","T","T","P","P","T","P","P","P","P","T","T","T","P","","","","","","","","","","","","","","","1","7","4","6","3","1","7","1","1","1","1","5","6","5","1","2","1","2","2","1","1","1","2","1","2","2","2","1","1","2","2","2","2","2","1","2","1","1","1","1","4","7","7","8","7","5","6","2","7","2","6","6","7","2"
"R_6LPVdJblJqXy7Op","new","","","","","","","","","","","","","","","T","P","P","T","T","P","T","P","T","T","P","T","T","T","1","6","6","4","3","1","5","1","3","1","2","5","4","2","1","1","1","1","2","2","2","1","1","2","2","2","1","1","2","1","1","2","2","2","1","2","2","2","1","2","4","8","5","8","5","1","5","5","6","3","7","4","6","3"
"R_1DAriVpwrkzIo1X","new","","","","","","","","","","","","","","","T","P","P","T","T","P","T","T","T","T","P","P","T","T","1","3","1","1","2","3","1","7","3","7","3","2","1","2","6","2","1","2","2","2","2","2","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","6","8","6","8","6","6","6","4","6","2","5","2","3","1"
"R_2dGRVo1ZTBRxmbE","original","T","T","T","T","P","P","P","P","P","P","T","T","P","P","","","","","","","","","","","","","","","1","4","6","4","3","3","6","1","2","1","3","5","6","3","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","2","1","1","2","1","2","5","7","5","7","4","1","6","2","6","2","7","1","6","2"
"R_Ox8cNK8hIUcyX5v","original","T","T","T","P","P","T","P","P","P","P","T","T","T","P","","","","","","","","","","","","","","","1","2","7","7","4","1","4","1","7","2","2","4","7","5","2","2","2","2","2","1","2","1","2","1","2","2","2","1","2","2","2","1","1","1","2","2","2","2","2","1","8","8","5","5","7","4","4","1","5","2","6","5","7","3"
"R_1pLp5dVd7ddHOcN","new","","","","","","","","","","","","","","","T","P","T","P","P","P","P","P","T","P","T","T","T","P","1","7","5","4","3","2","6","1","3","4","7","4","5","6","2","2","1","2","2","2","1","2","2","1","2","2","2","1","2","2","2","2","2","1","1","2","2","2","1","1","6","8","6","8","5","5","4","3","7","6","5","4","3","4"
"R_1eQMlZ9KQHkfaxN","new","","","","","","","","","","","","","","","T","P","T","P","P","T","P","P","P","P","T","T","T","P","1","7","5","5","3","1","6","1","3","1","2","5","6","3","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","3","7","4","8","4","7","6","7","4","6","7","2","3","2"
"R_pE5iiPe4pKKkzpn","new","","","","","","","","","","","","","","","T","P","T","P","P","T","P","P","P","P","T","P","P","P","1","5","6","4","5","4","7","1","3","2","6","5","7","4","3","2","2","2","2","2","1","1","2","2","1","2","2","1","2","1","2","2","2","1","2","2","1","2","1","2","5","8","6","7","6","5","6","3","4","3","5","3","6","4"
"R_25AvzzjIqHD6uqE","new","","","","","","","","","","","","","","","P","P","P","P","P","P","P","P","P","P","P","P","P","P","1","1","1","1","7","3","2","7","4","7","3","1","1","1","7","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","1","1","2","2","2","2","5","8","5","5","2","7","6","3","6","7","5","6","4","4"
"R_3DiKwp6q5SSDGHT","new","","","","","","","","","","","","","","","T","T","T","T","T","T","T","T","P","T","P","T","T","T","1","6","6","5","4","4","5","1","4","2","4","4","6","4","3","2","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","1","2","3","7","5","8","4","3","6","3","6","4","6","2","5","1"
"R_1hR0iqWY4Bv0R8e","new","","","","","","","","","","","","","","","P","T","T","P","P","T","P","T","P","P","T","P","T","P","1","7","4","6","1","7","5","1","5","1","6","5","5","5","1","1","2","1","2","1","2","1","1","2","1","2","2","1","2","1","2","2","2","2","1","1","1","2","1","1","4","6","5","5","2","6","4","6","3","6","5","1","6","6"
"R_1MSu4JidtisGIOk","original","T","T","T","P","P","T","P","P","P","T","T","T","T","P","","","","","","","","","","","","","","","1","5","4","7","3","2","7","2","2","1","3","3","7","5","3","1","2","1","2","1","2","2","2","1","1","2","2","1","2","2","2","1","2","1","2","2","1","2","2","1","5","4","5","6","4","5","6","5","7","5","7","2","3","2"
"R_pfymU3cxPJDnOGB","original","T","T","T","P","P","T","P","P","P","P","T","T","T","P","","","","","","","","","","","","","","","1","5","7","6","4","2","5","1","2","1","3","5","6","5","1","2","1","1","1","1","1","2","1","1","1","1","2","1","2","1","2","2","1","2","1","2","2","2","2","1","3","8","4","8","6","1","3","3","7","5","6","6","7","3"
"R_3McESzKDlNKdO9B","original","T","T","T","P","P","T","P","T","P","P","T","T","P","P","","","","","","","","","","","","","","","1","7","7","6","5","7","7","1","4","1","1","5","7","5","1","1","1","1","2","2","2","2","2","1","1","2","2","1","2","2","2","2","1","1","1","1","2","2","1","1","3","8","3","8","2","4","5","2","4","7","6","3","7","7"
"R_30dyJCYD3deylqH","new","","","","","","","","","","","","","","","P","P","P","P","T","P","P","T","T","P","T","T","P","T","1","3","4","5","2","2","6","1","3","1","3","2","5","5","2","1","1","1","2","2","2","2","2","2","1","1","2","1","1","2","2","2","2","1","1","2","2","2","1","2","5","5","6","8","2","3","4","5","6","3","7","1","6","1"
"R_1IcUj5XU76g2jyu","original","T","T","T","P","T","P","P","P","P","T","T","T","P","P","","","","","","","","","","","","","","","1","7","5","4","3","5","6","1","3","1","4","7","7","5","1","1","1","1","2","2","1","1","1","1","1","2","1","1","1","1","1","2","1","1","2","2","2","1","1","1","3","6","5","7","1","4","7","4","6","7","6","2","6","6"
"R_1OTEXTw3rBJWg9R","new","","","","","","","","","","","","","","","T","P","T","P","P","P","P","P","T","P","T","P","P","P","1","6","5","5","2","3","3","1","2","1","1","5","3","3","2","2","1","2","2","1","1","1","1","1","2","2","2","1","2","1","2","2","1","1","2","2","1","2","2","1","","6","5","8","2","4","2","6","6","7","6","6","2","5"
"R_3KuTfNGHoLv5W0B","new","","","","","","","","","","","","","","","T","P","T","P","P","T","T","P","T","P","P","P","T","T","1","7","5","7","4","7","3","1","4","6","7","7","5","4","1","2","1","2","2","2","1","2","1","2","2","2","2","2","1","2","2","2","2","1","1","2","2","2","1","1","3","8","5","7","4","5","6","5","5","4","7","3","5","2"
"R_r2YYzAPpd0i9lex","original","P","P","P","P","P","P","P","P","P","P","P","P","P","P","","","","","","","","","","","","","","","1","5","2","6","3","3","7","2","4","1","3","5","7","7","3","2","2","2","2","2","2","1","2","2","1","2","2","2","2","2","1","1","1","1","1","2","1","1","2","2","3","8","4","8","3","5","5","4","6","7","6","3","5","2"
"R_2rIs0Ted6R2JMeV","original","P","T","P","P","P","T","P","P","P","P","T","P","T","P","","","","","","","","","","","","","","","1","3","6","3","2","2","5","1","2","1","2","3","5","4","1","2","2","2","2","1","1","2","2","1","2","2","2","1","1","1","1","2","2","1","1","2","2","1","2","1","4","8","5","6","5","5","3","3","5","6","2","5","5","3"
"R_3Rwo2J6DRtEmHtS","original","T","P","P","P","P","P","P","P","T","P","T","P","T","P","","","","","","","","","","","","","","","1","5","4","4","1","3","4","1","2","3","3","5","4","3","2","1","2","1","1","1","2","2","1","1","1","1","2","1","2","1","2","2","2","2","1","1","2","1","1","1","7","8","7","8","4","2","5","1","6","5","6","3","6","3"
"R_AncNgsOehOfiesh","new","","","","","","","","","","","","","","","P","T","P","T","T","P","T","P","T","T","P","T","P","T","1","1","3","2","5","6","3","7","5","6","6","6","3","3","6","2","2","2","2","2","2","2","2","1","2","1","1","1","2","2","2","2","2","1","1","1","1","1","2","1","6","8","5","6","1","7","6","2","6","4","5","3","2","3"
"R_2Uf4quU5XKJ72g1","original","P","P","P","T","T","P","T","T","P","P","P","P","P","T","","","","","","","","","","","","","","","1","6","7","4","4","3","6","1","3","1","4","6","5","4","1","1","2","1","2","2","1","1","1","1","1","1","2","1","1","2","1","2","1","2","1","2","2","2","2","1","4","8","5","8","1","5","4","6","5","7","2","3","4","7"
"R_87l4JSWnNzz8Dap","original","T","T","T","P","P","T","P","T","P","T","T","T","T","P","","","","","","","","","","","","","","","1","6","4","5","3","5","7","1","6","1","3","4","5","3","2","2","1","2","1","2","1","2","2","2","1","2","2","1","2","2","2","2","1","2","1","1","2","1","1","2","2","6","5","5","3","1","4","5","7","5","7","4","3","2"
"R_ZlVf9POUVSeLN3b","new","","","","","","","","","","","","","","","T","T","T","P","P","P","P","T","T","T","T","P","T","P","1","7","6","5","3","6","5","1","7","3","7","5","4","6","2","2","1","1","2","2","2","2","2","1","1","2","2","1","2","1","2","2","1","2","2","1","1","2","1","2","2","4","2","6","2","5","7","4","3","6","7","1","5","1"
"R_wNuNjJcAOKRLYEV","new","","","","","","","","","","","","","","","T","T","T","P","T","T","P","P","P","T","T","P","T","P","1","7","6","5","3","3","4","1","2","1","4","4","5","3","1","2","2","2","2","1","1","1","2","2","1","1","2","1","2","2","2","2","2","1","1","2","2","2","1","2","6","8","5","8","5","4","4","5","6","2","6","2","3","2"
"R_10o9Rpc4vWGtDaJ","original","P","T","T","P","P","T","P","T","P","T","T","T","T","P","","","","","","","","","","","","","","","1","5","4","7","4","3","7","1","4","1","3","6","7","5","2","1","2","1","2","1","2","1","2","1","1","2","2","1","2","1","2","1","1","1","1","2","2","2","1","1","2","6","5","5","6","5","3","5","4","2","6","5","6","3"
"R_2uOmyIAWyYmu5xc","new","","","","","","","","","","","","","","","T","P","T","P","P","P","P","P","T","P","T","P","P","P","1","5","4","5","3","2","5","1","2","1","3","4","5","5","2","1","1","1","2","1","1","1","2","1","1","1","1","1","1","2","2","2","2","2","2","1","1","1","2","1","3","6","4","6","1","6","6","4","3","6","5","3","7","6"
"R_1rvHbphYnD0mtKF","new","","","","","","","","","","","","","","","P","P","P","T","T","P","T","T","T","T","P","P","P","T","1","7","6","4","2","2","7","1","6","1","3","4","5","3","1","1","1","2","1","1","1","1","1","1","1","1","1","1","2","1","1","2","1","2","2","2","2","2","2","1","5","8","5","7","5","2","2","6","6","3","6","6","2","2"
"R_3iUaF4bMH736wZK","new","","","","","","","","","","","","","","","T","T","T","P","P","T","P","P","P","T","T","T","T","P","1","6","7","4","5","3","7","1","3","1","4","6","7","5","2","2","1","2","2","2","1","2","1","1","2","2","2","2","1","2","2","1","2","1","1","2","2","2","2","1","6","8","5","6","1","4","6","2","7","7","6","2","6","5"
"R_1mDcyeu1xUT3c2Z","new","","","","","","","","","","","","","","","P","T","P","T","T","P","T","T","T","T","P","P","P","T","1","2","2","2","4","5","2","7","5","7","5","4","2","1","7","2","1","2","2","2","2","1","2","1","2","2","2","2","2","2","2","2","2","1","1","2","2","2","1","1","5","8","5","8","6","5","5","4","6","5","6","4","3","3"
"R_2UXePqFRufeNFMk","original","T","P","T","P","P","T","P","T","P","P","T","T","T","P","","","","","","","","","","","","","","","1","6","7","7","5","4","6","1","5","1","3","3","7","5","2","2","1","2","2","1","2","1","2","1","2","2","2","1","2","2","2","2","2","2","2","2","1","2","1","2","4","6","5","6","1","2","6","2","4","3","5","2","5","2"
