"id","amit_wording","cards_original_1","cards_original_2","cards_original_3","cards_original_4","cards_original_5","cards_original_6","cards_original_7","cards_original_8","cards_original_9","cards_original_10","cards_original_11","cards_original_12","cards_original_13","cards_original_14","cards_new_wording_1","cards_new_wording_2","cards_new_wording_3","cards_new_wording_4","cards_new_wording_5","cards_new_wording_6","cards_new_wording_7","cards_new_wording_8","cards_new_wording_9","cards_new_wording_10","cards_new_wording_11","cards_new_wording_12","cards_new_wording_13","cards_new_wording_14","attention_check","manipulation_check_1","manipulation_check_2","manipulation_check_3","manipulation_check_4","manipulation_check_5","manipulation_check_6","manipulation_check_7","manipulation_check_8","manipulation_check_9","manipulation_check_10","manipulation_check_11","manipulation_check_12","manipulation_check_13","manipulation_check_14","BIF_1","BIF_2","BIF_3","BIF_4","BIF_5","BIF_6","BIF_7","BIF_8","BIF_9","BIF_10","BIF_11","BIF_12","BIF_13","BIF_14","BIF_15","BIF_16","BIF_17","BIF_18","BIF_19","BIF_20","BIF_21","BIF_22","BIF_23","BIF_24","BIF_25","comf_acquaint","comf_close","approp_acquaint","approp_close","TIPI_1","TIPI_2","TIPI_3","TIPI_4","TIPI_5","TIPI_6","TIPI_7","TIPI_8","TIPI_9","TIPI_10"
"R_22nvA7ZdEzUOgXc","new","","","","","","","","","","","","","","","P","T","T","P","P","P","P","P","T","P","T","P","P","P","1","5","5","4","3","3","3","1","2","1","3","5","5","5","2","1","2","1","2","2","2","2","2","1","1","2","1","1","1","2","2","2","2","2","1","1","1","2","1","2","4","5","6","5","5","2","4","2","6","6","6","3","6","5"
"R_22FB9TDjL6mPlr5","new","","","","","","","","","","","","","","","T","T","T","P","P","T","P","T","P","P","T","T","P","P","1","4","6","4","2","2","4","1","4","1","2","5","4","3","1","1","1","1","2","1","1","1","1","1","1","1","1","1","2","2","2","2","1","2","2","2","2","2","1","2","4","8","5","8","5","6","2","6","5","4","5","2","3","5"
"R_1JWLZTb8zTImaYv","new","","","","","","","","","","","","","","","T","T","T","P","P","P","P","P","P","P","T","P","P","P","1","5","6","7","4","3","5","1","2","1","4","6","4","4","2","2","2","2","2","1","1","1","2","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","1","4","8","7","8","6","3","6","7","5","3","6","1","3","3"
"R_3Gxj4ED2ZQWziWY","original","T","P","P","T","T","P","T","P","T","T","P","P","T","T","","","","","","","","","","","","","","","1","7","5","5","4","2","6","1","3","1","2","3","6","4","1","2","2","2","2","2","2","2","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","4","2","5","2","5","3","7","5","4","3","7","2","4","4"
"R_1ikyZE4nx8wcspz","original","P","T","T","P","P","P","P","T","P","P","T","T","T","P","","","","","","","","","","","","","","","1","4","6","6","3","2","6","1","3","1","2","4","6","3","2","1","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","1","2","2","2","1","2","1","4","8","3","8","5","6","6","3","7","2","7","6","5","3"
"R_O9wu6Tdc5zQV2gN","new","","","","","","","","","","","","","","","P","P","P","P","P","P","P","P","P","P","T","P","P","P","1","4","3","4","3","1","4","1","2","1","2","2","3","3","1","1","1","2","2","2","2","2","2","2","2","1","2","2","2","1","2","2","1","2","2","1","2","1","1","2","6","7","6","7","5","6","6","3","5","5","5","3","5","3"
"R_1LjJtsb89JvTiaz","original","P","T","T","P","P","T","P","P","P","P","T","T","T","P","","","","","","","","","","","","","","","1","2","7","5","3","2","5","1","3","1","3","6","6","5","1","1","1","1","1","2","2","2","2","1","1","1","1","1","2","2","2","1","1","1","1","2","1","1","1","2","3","8","5","5","6","5","5","7","6","6","6","1","3","5"
"R_29tQXF1Uc2e9EOv","new","","","","","","","","","","","","","","","T","P","T","P","P","T","P","P","P","P","P","T","P","P","1","1","3","3","4","5","2","6","5","6","4","4","2","3","5","1","2","1","2","2","2","2","2","2","2","1","2","2","2","2","2","1","2","2","2","2","2","2","2","1","6","6","5","5","3","5","5","6","5","7","6","7","5","2"
"R_22qQ416Gylm74lS","new","","","","","","","","","","","","","","","P","P","P","T","T","P","T","T","T","T","P","P","T","T","1","4","2","2","3","6","4","7","6","7","5","3","3","4","7","2","1","2","2","2","1","1","2","2","1","1","1","2","2","2","2","2","1","2","1","2","1","1","2","1","5","6","6","6","2","5","3","6","6","6","6","2","4","4"
"R_3Hvov2LjiC6WzaF","original","T","T","T","P","P","P","P","P","P","P","T","T","P","P","","","","","","","","","","","","","","","1","3","3","2","5","5","4","7","6","7","5","4","5","5","6","2","2","1","2","2","1","2","2","1","1","2","2","1","2","2","1","2","1","1","2","2","2","2","2","2","4","7","5","7","6","5","4","4","5","3","6","6","4","3"
"R_3e8L5obKV1wTTLy","original","P","T","P","P","T","P","P","P","T","T","T","P","T","T","","","","","","","","","","","","","","","1","1","3","1","4","5","6","1","3","1","4","4","2","1","1","1","2","1","2","1","2","2","2","1","2","2","2","1","2","2","2","1","2","1","2","2","2","2","2","2","8","8","8","8","6","1","7","1","6","1","6","1","7","1"
"R_2B4WVHH81fzZDSS","original","T","T","T","P","P","T","P","T","P","P","P","T","T","P","","","","","","","","","","","","","","","1","4","4","3","2","2","6","1","3","1","2","3","7","4","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","6","8","5","8","5","2","6","2","7","3","7","2","6","2"
"R_3splnGZ5yzS6Ne1","new","","","","","","","","","","","","","","","P","P","P","T","P","P","T","T","T","P","P","T","T","T","1","1","4","7","7","1","2","7","7","7","7","3","7","5","7","2","1","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","2","5","7","6","6","6","5","4","5","6","4","7","7","2","2"
"R_1r34GbloFLjFJ1X","original","T","P","T","P","P","T","P","P","P","P","P","T","T","P","","","","","","","","","","","","","","","1","3","3","4","1","2","4","1","2","1","2","1","5","4","1","1","1","1","2","1","1","2","2","1","1","2","2","1","1","2","2","1","1","2","1","1","1","2","1","1","4","7","3","7","5","5","6","5","5","5","5","2","4","4"
"R_2pSkcdB4Isn2LqW","original","P","T","T","P","P","T","P","P","P","P","T","T","P","P","","","","","","","","","","","","","","","1","4","5","5","4","2","6","1","2","1","2","5","7","3","1","2","2","1","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","1","1","2","2","2","1","2","4","8","4","6","5","2","7","5","4","6","5","1","6","2"
"R_yUtvZzR4C6lg9YR","new","","","","","","","","","","","","","","","T","T","T","P","P","T","P","P","P","P","T","T","P","P","1","6","7","6","3","5","7","1","3","1","2","6","7","4","1","1","1","1","2","2","2","2","2","2","1","2","2","1","2","1","2","2","2","1","2","2","1","2","1","1","3","6","5","8","2","1","6","4","6","7","7","5","6","3"
"R_zTO0Zru3iUD8ooh","new","","","","","","","","","","","","","","","T","P","P","P","P","T","P","P","P","P","T","P","P","P","1","6","4","5","1","3","5","2","3","1","4","3","3","3","2","1","1","1","2","2","1","2","2","1","2","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","3","6","4","6","5","5","6","2","3","5","5","1","7","2"
"R_1OMEpeYOM6w9KTV","original","P","P","P","T","T","P","T","T","T","T","P","P","T","T","","","","","","","","","","","","","","","1","3","4","3","2","1","3","1","2","1","1","4","3","2","1","2","1","1","2","2","2","2","2","2","1","2","2","1","2","2","2","2","2","1","2","2","1","2","1","2","5","8","5","8","6","3","6","4","6","1","6","2","6","4"
"R_3h9Zm6hA8xd6j6k","new","","","","","","","","","","","","","","","T","P","P","T","T","P","T","T","T","T","P","P","T","T","1","3","7","4","2","2","7","1","2","1","2","5","5","2","2","1","2","2","1","2","1","2","1","2","1","1","2","1","2","2","2","2","1","1","1","2","2","2","1","2","4","8","4","6","5","2","5","1","6","2","5","1","6","4"
"R_1QAEdcs3aamzCMs","original","T","T","T","P","P","T","P","P","P","P","T","T","P","P","","","","","","","","","","","","","","","1","4","4","3","3","2","7","1","2","2","3","5","7","4","1","1","1","2","2","2","1","2","2","1","2","2","2","1","2","1","1","1","1","2","1","1","2","1","1","1","5","8","6","8","4","5","6","5","5","6","5","4","5","2"
"R_2dY0VeI6crXCUap","new","","","","","","","","","","","","","","","P","P","P","T","T","P","T","T","T","T","P","P","P","T","1","6","5","5","1","2","5","1","3","1","2","4","6","3","1","2","1","2","2","1","1","1","1","2","2","2","2","1","1","2","2","2","2","1","1","1","2","1","1","2","3","8","8","8","6","6","4","6","5","5","6","4","3","3"
"R_3dRJEOXb5pEF1Wy","original","P","T","T","T","T","T","T","T","T","T","T","T","T","T","","","","","","","","","","","","","","","1","6","4","4","4","2","4","1","3","2","4","5","5","4","1","2","1","1","2","2","1","1","2","1","1","1","2","1","2","1","2","2","1","1","1","2","2","2","2","1","4","5","4","6","2","7","4","3","4","7","3","2","6","1"
"R_3itbameQZuwU4u6","original","T","T","P","P","P","P","P","T","P","T","T","T","T","P","","","","","","","","","","","","","","","1","7","4","3","2","7","4","1","2","1","2","5","7","4","1","2","2","2","2","2","1","1","2","1","1","1","2","1","2","2","2","2","2","1","1","1","1","2","1","1","3","8","5","7","3","6","6","4","6","5","5","4","5","4"
"R_3rP9HD0PCV87foE","original","T","P","P","T","P","P","P","T","P","P","P","T","P","P","","","","","","","","","","","","","","","1","6","6","5","3","4","5","2","6","2","3","3","4","3","2","2","1","1","2","2","2","2","2","1","1","1","2","1","2","1","2","2","1","2","1","1","1","2","1","1","4","7","5","7","1","5","4","5","7","7","6","3","5","4"
"R_2a9OubL2AjG8IFx","original","P","P","P","T","T","P","T","T","P","P","T","P","P","T","","","","","","","","","","","","","","","1","7","6","7","3","1","6","1","1","1","1","1","5","4","2","1","1","2","2","2","2","1","2","1","1","2","2","2","2","2","2","1","1","2","1","1","2","1","2","1","8","8","8","8","5","5","2","4","6","5","5","4","3","1"
"R_cOOjaPcgrwlLsXv","original","T","P","T","P","T","T","P","P","P","P","T","T","T","P","","","","","","","","","","","","","","","1","5","6","7","5","4","6","2","2","1","4","4","6","6","2","2","1","2","2","2","1","1","1","1","1","2","2","1","1","2","1","2","1","1","1","2","1","1","1","2","4","7","6","8","4","6","5","6","6","5","5","2","2","1"
"R_21tyZvu9hP7S1sS","original","T","P","P","P","P","T","T","P","T","P","T","P","P","T","","","","","","","","","","","","","","","1","5","6","5","5","4","7","1","2","1","6","3","7","3","3","2","2","1","1","2","1","1","2","1","2","2","2","1","2","1","2","2","1","2","1","2","1","2","1","2","5","7","5","6","5","5","7","2","6","3","6","1","6","4"
"R_3qgGeNeANLLygN6","original","T","T","P","T","T","P","T","P","T","T","P","P","T","T","","","","","","","","","","","","","","","1","6","6","7","3","1","6","1","5","1","2","4","7","6","1","2","1","1","2","2","2","1","1","1","2","2","2","2","1","2","2","2","2","2","2","2","2","2","1","1","5","5","5","5","5","1","6","2","6","7","7","2","7","7"
"R_2xPEm1e91aoAwwr","original","P","P","P","T","T","T","T","T","P","T","P","P","T","T","","","","","","","","","","","","","","","1","3","3","4","3","3","5","1","2","2","4","5","4","3","2","2","1","2","2","2","1","2","2","1","1","1","2","1","2","2","2","2","1","1","2","2","1","2","1","2","4","7","5","8","5","3","5","5","5","5","6","3","7","5"
"R_RghZfhmFQxr7yJH","original","T","T","T","P","P","T","P","P","P","P","T","T","T","P","","","","","","","","","","","","","","","1","6","6","5","4","3","5","1","3","1","3","4","6","6","2","2","2","1","2","1","1","2","2","1","1","2","1","1","2","1","2","1","1","2","2","2","1","2","1","1","6","3","5","7","5","5","7","2","3","4","3","2","6","4"
"R_1rNFgk4NOsnThiO","new","","","","","","","","","","","","","","","T","T","T","P","P","T","P","P","P","P","T","T","T","P","1","6","6","5","3","1","5","1","3","1","4","4","5","4","2","1","1","2","2","2","2","2","2","2","1","1","2","1","2","2","2","1","2","2","1","1","1","1","2","2","3","7","5","5","1","5","6","5","7","7","7","1","4","6"
"R_3PLaYZU0ugDGrzw","original","P","P","P","T","P","P","T","T","T","T","P","P","P","T","","","","","","","","","","","","","","","1","5","6","5","3","5","6","1","4","4","6","7","6","5","2","1","1","1","1","1","1","1","1","1","2","2","2","1","1","2","2","2","2","1","2","2","2","1","1","1","3","8","5","7","3","2","5","7","4","6","3","3","4","5"
"R_0BteSXHS7Ip9I53","new","","","","","","","","","","","","","","","P","P","P","T","T","P","T","P","T","T","P","P","P","T","1","7","6","6","4","2","7","1","3","2","5","4","7","6","2","2","1","1","2","2","1","1","1","1","2","2","1","2","2","2","2","1","1","2","1","1","2","2","1","1","3","7","5","3","5","3","4","2","6","4","6","5","7","5"
"R_1cXLogXfMnADmiO","new","","","","","","","","","","","","","","","P","P","P","T","P","P","T","P","T","T","P","P","P","T","1","7","5","5","3","3","6","2","4","1","5","6","6","6","3","2","2","1","2","2","2","1","1","1","1","2","1","1","1","1","2","2","1","2","1","1","1","1","1","1","5","7","5","7","1","2","2","5","4","7","5","5","3","5"
"R_6m7ZTIFQJab1x17","original","T","T","T","P","P","T","P","T","P","P","T","T","T","P","","","","","","","","","","","","","","","1","6","5","5","4","3","6","1","4","1","3","5","5","4","2","1","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","3","8","4","7","6","2","4","5","7","3","5","3","2","1"
"R_29iYVkzHX1ftTGI","new","","","","","","","","","","","","","","","T","T","T","P","P","T","P","P","P","P","T","T","P","P","1","3","6","6","2","3","6","1","1","1","1","5","3","4","1","2","2","1","2","1","1","1","2","1","1","2","1","1","2","2","2","2","2","2","1","2","1","2","1","1","2","6","4","6","4","3","6","2","5","5","6","2","4","3"
"R_dcAnHCmUwvk0lEd","original","P","T","T","P","P","T","P","T","P","P","T","T","T","P","","","","","","","","","","","","","","","1","6","6","5","4","6","7","1","6","1","4","6","7","5","3","1","1","1","2","1","1","1","2","1","1","1","1","1","1","2","2","1","1","1","2","1","2","1","2","2","4","8","5","8","3","3","2","5","6","4","5","6","3","3"
"R_3eJgZagh7Rh0dmV","new","","","","","","","","","","","","","","","P","P","T","P","P","T","P","T","T","T","T","T","P","P","1","5","7","7","4","3","6","1","4","1","4","3","5","5","1","2","1","1","2","1","2","2","2","1","1","1","2","1","1","1","2","1","1","2","1","1","1","1","1","1","5","8","5","7","4","5","3","5","6","5","4","4","5","1"
"R_RKVo7guEDcG6c6t","new","","","","","","","","","","","","","","","T","P","T","P","P","T","P","T","P","T","T","T","P","P","1","4","4","6","4","6","6","1","5","1","2","3","4","4","1","1","1","1","2","2","1","2","2","1","2","2","2","1","2","2","1","1","2","2","2","1","2","2","2","2","4","5","5","5","4","5","6","5","5","5","4","2","4","6"
"R_2pM47fWi8GKpc8y","new","","","","","","","","","","","","","","","T","T","P","P","P","T","P","P","P","T","T","T","T","P","1","4","5","5","4","2","5","1","3","1","5","3","5","4","1","1","2","2","2","2","2","2","2","1","1","2","2","1","2","2","2","2","2","2","2","2","1","2","2","2","4","7","3","7","3","4","5","4","5","5","5","2","6","3"
"R_10T4ilMSiT5LPu6","new","","","","","","","","","","","","","","","T","T","T","T","T","T","T","T","T","T","T","T","T","T","1","3","6","5","3","5","6","1","6","1","5","4","5","5","2","2","2","2","2","2","1","1","2","1","1","2","2","1","2","1","2","2","1","2","1","1","2","2","2","2","5","7","5","3","5","5","4","5","6","4","5","4","3","3"
"R_1Qg83LhBRe9b1MB","new","","","","","","","","","","","","","","","P","P","P","T","T","P","T","P","T","T","P","P","T","T","1","6","6","4","3","2","5","1","4","1","1","5","5","4","1","2","2","1","2","1","1","2","2","1","2","2","2","1","2","2","2","2","2","1","2","2","2","2","1","2","5","8","5","8","5","5","4","5","5","6","7","1","4","4"
"R_2rD6GwT1gygWFLw","original","P","P","T","T","T","T","P","T","P","P","T","T","P","P","","","","","","","","","","","","","","","1","7","4","6","5","4","7","3","6","4","4","7","7","5","4","2","1","2","2","2","2","1","2","1","1","1","2","2","2","2","1","2","2","1","1","2","2","2","2","2","3","6","5","5","4","5","6","5","5","6","6","2","4","1"
"R_3sBNWsN5pxJOVUp","new","","","","","","","","","","","","","","","T","T","T","P","P","T","P","P","P","P","T","T","P","P","1","5","6","7","3","1","7","1","4","1","4","5","7","3","1","2","2","1","2","1","1","2","1","2","1","2","1","1","1","2","2","2","1","1","1","2","2","2","1","1","3","7","3","6","4","6","4","5","5","5","5","1","5","2"
"R_vN69OC0Pb8p5DG1","new","","","","","","","","","","","","","","","T","P","T","P","P","P","P","T","T","P","T","T","T","P","1","6","7","7","6","6","7","4","6","7","7","7","7","7","5","2","1","1","2","2","1","1","2","1","1","2","2","1","2","2","2","1","2","2","1","2","1","2","1","1","2","3","5","5","2","5","2","7","3","6","5","4","2","5"
"R_tGPj0TEVVAoL8gF","original","P","P","T","T","T","T","P","T","T","T","T","T","P","P","","","","","","","","","","","","","","","1","5","7","5","6","1","7","1","3","1","6","7","7","5","1","2","1","2","2","2","2","1","2","2","2","2","2","1","2","2","2","2","2","2","2","2","1","2","2","2","6","6","5","5","4","6","7","4","7","4","5","2","5","1"
"R_Dqsio5DOqCBduud","original","T","T","P","P","P","T","P","P","P","P","T","T","P","P","","","","","","","","","","","","","","","1","6","6","1","2","1","2","1","1","1","2","7","2","2","1","1","2","1","2","1","1","1","1","2","1","1","1","2","2","2","1","2","2","1","1","2","1","1","1","2","2","8","2","8","6","2","4","6","7","7","7","5","7","2"
"R_2tfb7jYJDwGDDXg","new","","","","","","","","","","","","","","","T","T","T","P","P","T","P","P","T","P","T","P","P","P","1","3","7","7","5","3","7","4","7","7","5","7","7","7","2","1","1","1","2","2","2","2","2","1","1","2","2","2","2","2","2","2","1","1","1","1","1","2","1","1","2","6","2","6","4","4","6","4","7","4","6","1","5","4"
"R_1QKu3aYbk7x04xa","original","T","T","T","P","P","T","P","P","P","P","P","T","P","P","","","","","","","","","","","","","","","1","7","6","5","4","1","7","1","3","2","5","4","6","5","2","2","1","1","2","2","1","1","2","1","1","1","2","1","1","2","2","1","2","2","1","1","1","2","1","1","4","8","5","8","3","3","5","5","4","6","5","2","4","5"
"R_3PbgK1ZkOxNds19","original","T","T","T","P","P","T","P","P","P","P","P","P","T","P","","","","","","","","","","","","","","","1","4","7","7","4","5","7","1","2","1","2","4","5","3","1","2","2","1","2","2","1","1","2","2","1","2","2","1","2","2","2","2","1","2","1","1","2","2","2","1","4","8","5","5","3","2","5","5","6","6","5","1","6","1"
"R_3n1mXCB3NMrI06q","original","P","P","P","P","T","P","T","T","T","T","P","P","T","T","","","","","","","","","","","","","","","1","4","6","6","4","5","6","1","2","1","4","6","6","4","1","1","1","2","2","2","1","2","2","1","1","2","2","1","2","1","2","2","2","2","1","1","1","2","1","1","5","8","5","8","4","6","5","6","6","6","5","5","3","5"
"R_2aX0NX3LHAZpYZN","original","T","T","T","P","P","T","P","P","P","P","T","T","T","P","","","","","","","","","","","","","","","1","5","7","6","3","2","5","1","4","2","2","4","6","4","2","2","2","1","1","2","1","2","2","1","1","2","2","1","2","1","1","1","2","1","1","1","1","2","1","1","4","8","4","7","4","5","6","4","7","4","6","3","3","1"
"R_1qV8RZQj7dYHi83","new","","","","","","","","","","","","","","","P","P","P","P","P","P","P","P","P","P","P","P","P","P","1","5","6","5","1","3","4","2","3","2","4","5","6","5","3","1","2","1","1","1","1","1","1","1","1","2","1","1","1","2","1","2","2","1","1","2","2","2","1","2","4","5","4","5","4","6","5","5","5","6","5","4","4","6"
"R_2YAnv9PiqQACFvu","original","P","T","T","P","P","T","P","P","P","P","T","T","T","P","","","","","","","","","","","","","","","1","1","6","5","5","2","5","1","4","2","3","6","6","5","1","2","1","2","2","1","1","1","2","1","1","2","2","1","2","2","2","2","2","2","1","2","1","2","1","1","6","8","6","8","5","5","7","4","5","4","6","1","4","5"
"R_1o2dVufXGJUhGAE","new","","","","","","","","","","","","","","","T","P","T","P","P","T","P","T","T","P","T","P","P","P","1","6","5","6","6","3","6","2","4","1","4","5","6","4","2","1","1","1","2","2","1","1","1","1","1","1","2","1","1","1","2","1","1","1","1","2","2","1","1","1","4","3","4","4","2","5","5","6","4","7","5","7","4","6"
"R_24NHSSMQFOC8hR9","new","","","","","","","","","","","","","","","T","T","T","P","P","T","P","T","P","T","T","T","T","P","1","4","3","3","5","6","2","7","2","7","6","4","2","3","6","2","1","2","2","2","2","1","1","1","1","1","1","1","1","2","2","1","2","2","1","1","2","1","1","1","5","8","5","8","2","6","5","6","5","6","5","3","6","3"
"R_27WCV2BLXI7traI","new","","","","","","","","","","","","","","","T","T","P","P","P","P","P","T","P","P","T","P","T","P","1","6","6","6","4","4","5","1","5","1","3","5","6","6","1","2","2","1","2","2","1","2","2","2","1","1","2","1","2","2","2","2","1","2","2","2","1","2","1","2","5","8","5","6","3","5","2","5","6","6","6","3","4","5"
"R_b7RM41wlJxCJdYt","original","T","T","P","P","T","T","P","P","P","P","T","T","P","P","","","","","","","","","","","","","","","1","7","6","4","4","3","6","2","3","1","3","5","6","7","3","1","1","1","2","1","1","1","2","1","2","2","2","1","2","2","2","2","1","2","1","2","1","2","2","1","5","7","4","6","3","2","6","4","3","5","5","3","5","6"
"R_3j38xSUUUR71FAn","original","P","T","T","P","P","T","P","P","P","P","T","T","T","P","","","","","","","","","","","","","","","1","5","5","5","7","7","3","7","5","7","7","5","3","3","7","2","2","1","1","1","2","2","2","2","1","2","2","1","2","2","2","2","2","1","1","2","2","1","1","2","4","8","4","8","1","1","3","5","4","7","7","1","7","4"
"R_3h6dk69qlcl0JxD","original","T","T","P","P","P","P","P","P","P","P","T","T","T","P","","","","","","","","","","","","","","","1","6","6","3","3","2","3","1","2","1","3","5","5","5","1","2","2","2","2","2","2","2","2","1","1","2","2","1","2","2","2","2","1","2","1","2","1","2","1","1","3","7","3","7","5","3","4","3","6","5","6","3","6","2"
"R_aaQqrVcNDxxZv2N","new","","","","","","","","","","","","","","","P","P","P","T","T","P","T","T","T","P","P","P","T","T","1","3","4","3","5","5","2","7","6","6","4","3","2","4","7","2","1","2","2","2","2","2","2","1","2","2","1","2","2","2","2","2","1","1","2","1","2","2","1","2","6","8","6","8","2","6","5","6","5","7","6","2","3","2"
"R_27Te0cmlhOXOhWG","original","T","P","T","P","P","P","P","P","P","P","T","P","P","P","","","","","","","","","","","","","","","1","6","5","5","4","5","5","1","2","2","4","5","6","6","2","2","1","1","2","2","2","1","2","1","2","1","2","1","2","1","2","1","2","2","1","1","1","2","1","1","4","6","7","8","2","6","6","2","7","6","3","7","4","2"
"R_10qlNJu0F7BUU6w","new","","","","","","","","","","","","","","","P","P","T","T","T","P","T","T","T","T","P","P","P","T","1","3","3","4","4","5","2","7","5","6","5","5","3","4","7","2","1","2","2","2","2","2","2","1","2","2","2","1","2","2","1","2","2","2","1","1","2","1","1","2","3","7","3","6","5","4","5","4","6","6","5","5","5","5"
"R_1pzDQWjtiMQoJiv","new","","","","","","","","","","","","","","","T","T","T","P","P","T","P","P","P","P","T","T","P","P","1","7","5","7","6","5","7","1","5","2","4","6","7","6","2","2","2","1","2","1","1","1","1","2","2","1","2","2","1","2","1","1","1","2","1","2","1","2","1","1","4","7","7","8","3","5","2","7","5","5","6","6","5","5"
"R_3ety4e5bhe0xxrc","original","P","P","P","P","P","P","P","P","P","P","P","P","P","P","","","","","","","","","","","","","","","1","5","5","3","4","3","5","2","2","1","2","3","4","3","2","2","1","1","2","2","1","1","2","1","2","2","2","1","2","2","2","2","2","1","2","2","1","2","1","1","6","7","6","7","5","2","6","2","6","5","5","2","6","3"
"R_2tTprm2vozWwA4F","new","","","","","","","","","","","","","","","P","T","P","T","T","P","T","P","T","T","P","P","P","T","1","3","3","4","3","1","4","1","3","3","3","3","4","3","2","2","2","1","1","1","2","1","1","1","1","1","1","1","2","2","2","2","1","2","1","2","1","2","1","1","8","8","8","8","6","2","6","2","6","6","6","2","6","3"
"R_2diod0AxMWIPK1f","original","P","P","P","T","T","P","T","T","T","T","P","P","P","T","","","","","","","","","","","","","","","1","3","4","4","3","2","6","1","1","1","1","2","3","4","1","2","2","1","2","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","8","8","8","8","3","3","6","5","5","5","5","3","4","3"
"R_2wB131Jj2yVi47A","new","","","","","","","","","","","","","","","P","P","P","P","P","P","T","P","T","P","P","P","P","T","1","7","7","7","7","4","5","1","6","2","5","6","7","5","1","2","1","1","2","1","1","2","2","1","1","2","2","1","1","1","1","1","1","1","1","1","1","2","1","1","8","8","6","8","5","1","4","1","4","2","5","1","6","3"
"R_3QGGSeaEtMdLztp","new","","","","","","","","","","","","","","","P","P","P","T","T","P","T","T","T","P","P","P","T","T","1","4","6","7","4","3","7","1","4","1","2","4","7","5","2","2","2","1","2","1","1","1","1","1","1","1","2","1","1","1","2","1","2","2","2","1","1","2","1","1","3","6","5","7","1","5","6","5","3","6","4","2","5","2"
"R_phZvA5khVajZZvP","new","","","","","","","","","","","","","","","P","P","T","T","T","T","T","T","T","T","T","T","P","T","1","7","5","3","3","2","5","1","3","1","4","4","6","4","1","1","2","2","2","2","1","2","2","1","1","2","2","1","2","2","2","2","2","2","1","2","2","2","1","1","3","2","5","5","1","6","5","5","3","7","6","2","4","2"
"R_tL0tnkCYdUydrFv","new","","","","","","","","","","","","","","","T","T","P","P","P","T","P","T","T","P","T","T","T","P","1","7","7","7","6","4","3","2","7","6","7","7","5","7","3","2","1","1","2","2","2","2","2","2","1","1","2","1","1","2","2","2","1","2","1","1","1","1","1","1","3","6","5","7","2","6","3","7","5","7","6","7","4","5"
"R_eX0P0cVQbfYof1n","original","P","T","T","P","P","T","P","P","P","P","T","T","T","P","","","","","","","","","","","","","","","1","3","5","5","4","2","5","1","4","1","2","5","7","5","2","2","2","1","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","5","8","5","8","6","5","4","2","6","3","6","3","4","2"
"R_RIdHQgxyPNd70xX","original","P","P","P","P","P","P","P","P","P","P","P","P","P","P","","","","","","","","","","","","","","","1","6","6","5","4","3","4","1","3","1","3","6","6","4","1","2","1","1","2","1","1","1","1","1","2","2","1","1","2","2","2","2","2","2","2","1","1","2","1","2","7","8","8","8","6","6","3","7","7","2","7","6","2","3"
"R_1dyn5LyKwUfTvZs","original","P","T","T","P","T","T","T","T","P","P","P","P","T","T","","","","","","","","","","","","","","","1","3","7","6","4","3","6","2","3","1","3","5","6","4","2","1","1","1","2","1","2","1","2","1","1","1","2","1","2","2","2","2","2","2","2","2","1","2","1","2","5","8","5","8","3","3","5","3","4","5","6","3","4","4"
"R_1mWt4WjF5GHHkPJ","new","","","","","","","","","","","","","","","T","P","P","P","P","T","P","T","P","T","T","T","P","P","1","5","5","7","1","4","7","1","6","3","5","6","7","6","1","2","2","2","2","1","2","2","2","1","1","2","1","1","2","1","1","2","2","2","1","1","1","1","1","2","7","8","5","8","6","7","7","1","5","7","3","1","7","5"
"R_2ZWvEHsPDkg5hKi","original","P","T","T","P","P","T","P","P","P","P","T","T","T","P","","","","","","","","","","","","","","","1","3","4","4","3","6","5","2","3","1","2","4","4","6","2","2","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","6","8","4","7","2","5","5","5","5","3","5","3","3","3"
"R_2ZNyOLlY49LWBGN","new","","","","","","","","","","","","","","","P","T","T","P","P","T","P","P","P","P","P","P","P","P","1","6","7","6","6","5","5","2","5","1","5","6","6","5","2","2","1","1","2","2","2","1","2","1","2","1","2","1","2","2","2","2","2","2","1","2","2","2","1","2","3","8","6","8","3","2","6","3","6","6","5","2","5","3"
"R_12szex32eewsGVD","original","P","P","P","P","P","P","P","P","P","P","P","P","P","P","","","","","","","","","","","","","","","1","4","6","4","3","2","6","1","6","1","3","3","6","4","2","2","2","2","2","1","1","1","2","1","1","1","1","1","2","2","2","1","2","2","1","1","1","2","1","2","7","8","7","7","5","5","6","2","6","3","7","1","4","3"
